cadeia,latitude,longitude,referencia_cadastral,uso_cadastral,area_edificio_m2,contexto,status_volta,motivo,fonte_area
Carrefour,37.8923168,-4.7722367,4155701UG4945N,1_residential,2197.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,42.5820039,-5.6389406,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,41.5618,2.2332,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,28.103856,-15.441744,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,41.41031,2.167005,0548311DF3804H,1_residential,288.9,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,40.3161,-3.6918,1931019VK4613S,3_industrial,322.8,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,38.878257,-1.143755,02009A50800303,4_2_retail,163.1,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,41.778566,-0.83007,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,43.414052,-3.945167,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.450976,-3.856801,7482901VK2778S,3_industrial,309.3,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,40.643571,-4.038047,2399701VK5334N,3_industrial,1055.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.340823,-3.8024,2060401VK3616S,3_industrial,328.3,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,43.391855,-3.664582,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,41.639501,0.879586,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,38.8598,-1.0844,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,37.381647,-6.552134,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,43.299466,-2.984559,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,43.251256,-2.903421,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,41.707182,2.840766,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,39.857726,-0.151008,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.34328808986353,-3.757228580987672,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.700734,-4.435924,1828204UF7612N,1_residential,634.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,42.531616,1.576636,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,41.321638,2.015285,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,37.283191,-5.936685,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,42.0815488,-1.8051056,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,43.2156,-7.309,27044A06000201,3_industrial,1460.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.328337,-3.766488,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,38.7295,-5.5457,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,41.6602,-0.8691,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,41.654905,-4.719846,6931804UM5163B,1_residential,1109.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,41.5519782,2.2473038,7305104DG3070N,1_residential,175.9,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,41.6459163,-0.8797528,6629808XM7162H,1_residential,1087.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.396543,-3.761921,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.964531,-5.658375,6384703TL7368C,1_residential,487.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.969448,-5.664873,5889209TL7358H,1_residential,1532.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,43.524413,-5.641673,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,41.3558,-1.6204,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,43.3512361,-8.4271276,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,42.810414,-1.658267,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,41.508273,0.326962,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,38.975031,1.331014,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,38.921649,1.30556,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.6425,-4.039,2297601VK1929N,3_industrial,470.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,42.59785,-6.504341,4993002QH0149S,2_agriculture,709.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,42.910539,-8.955224,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.340999,-6.093692,2660127TF2226S,3_industrial,177.1,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,41.43666,2.16164,0177201DF3807G,1_residential,790.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,39.88198,4.259349,7753331FE0175N,3_industrial,452.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.421263,-5.435788,1736007TF8313N,4_2_retail,365.3,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,39.908412,4.186718,07002A01200173,4_2_retail,337.3,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,42.938703,-5.659582,002400300TN85G,3_industrial,537.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,39.864176,4.227841,4433328FE0143S,4_3_publicServices,362.8,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,41.994408,-6.029757,6236425QG4563N,4_2_retail,850.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,43.275139,-8.216485,3618412NH6931N,3_industrial,286.8,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,40.970438,-5.674751,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,37.26015,-6.954137,1661527PB8216S,1_residential,1332.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,41.676155,-0.89029,5761401XM7156D,1_residential,12727.1,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Carrefour,42.5706,-6.768,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,43.23932,-2.887338,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,39.898,-0.1206,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.543627,-3.635131,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,43.5718,-7.2601,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.46375,-3.587384,0295501VK5709E,3_industrial,466.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.141479,-3.917208,2042913VK2424S,3_industrial,384.7,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,41.61225,0.613355,1297315CG0019G,1_residential,1424.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,37.386377,-6.007959,3721106TG3432S,1_residential,274.7,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,39.550184,-0.456966,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,39.908398,4.186719,07002A01200173,4_2_retail,337.3,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,39.987758,4.020933,7270203EE8277S,4_1_office,2814.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,37.138433,-6.822487,3526902PB9132N,4_2_retail,798.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,43.462096,-3.828381,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,43.010639,-8.430885,15061A50102945,3_industrial,822.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,41.454131,2.248267,7397117DF3879E,1_residential,314.1,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,42.314077,-8.093729,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,43.481195,-5.289309,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,27.864803,-15.432584,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.4427113,-3.7152088,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,42.495868,1.499398,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,42.550244,1.511131,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,42.550063,1.52476,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,42.459971,1.489044,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,42.531844,1.576934,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,42.496136,1.506419,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,42.504386,1.524259,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,43.482676,-5.283189,52019A02300540,4_2_retail,1132.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,43.331345,-8.326002,4780108NH5948S,3_industrial,154.7,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,37.168119,-3.599294,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,37.17092085736386,-3.605744707955484,6342312VG4164A,1_residential,510.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,42.827206,-1.613897,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,37.3910632,-5.9843238,5926007TG3452F,1_residential,327.2,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,36.840919,-2.457183,8575107WF4787N,1_residential,285.3,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,41.353096,1.702865,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,43.316311,-5.704473,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.470284,-6.205832,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,39.0027,-3.7496,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,38.5735,-0.8388,000900600XH87B,4_2_retail,563.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,42.9866,-4.1344,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,37.387555,-5.985355,5722802TG3452B,1_residential,422.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,41.6601042,-4.7233373,6737807UM5163F,1_residential,320.7,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,41.438326876567736,2.224782727341366,5378326DF3857G,1_residential,471.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.42824669237092,-3.70638454465296,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.323524,-3.86814,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,37.255949,-6.937433,3155613PB8235N,1_residential,665.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,41.432706,2.174445,1173901DF3817C,1_residential,248.1,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,41.37368,2.15628,9508812DF2890H,1_residential,744.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,42.807268,-1.626722,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,41.680192,2.286219,0647206DG4104N,1_residential,119.7,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,40.434965487253976,-3.8146884936965657,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,43.34250076333792,-6.389891296028887,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.454028817084144,-3.680878248556516,2385615VK4728E,1_residential,845.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.392208,-3.709579,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.43696445185292,-3.7143143002162455,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.43241474162788,-3.710155000004294,9961319VK3796B,1_residential,2216.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.454645230708735,-3.693260370767007,1286703VK4718E,1_residential,1368.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.43388840724332,-3.607500688807934,8663101VK4786D,1_residential,3554.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.477020130438845,-3.853175239242831,8012434VK2871S,4_2_retail,494.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.4338795297826,-3.694185535797352,1263102VK4716C,4_1_office,1325.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,37.17588228272941,-3.607084743213304,6248505VG4164G,1_residential,540.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.551472072864,-3.895473235835593,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.71779688747617,-4.411321170552263,4047202UF7644N,1_residential,1082.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.35461528771577,-3.690848670680929,1476718VK4617E,1_residential,320.2,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,36.48371,-4.98725,2196101UF2329N,1_residential,634.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.284954,-3.787037,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,39.47074240891572,-0.3489470893857348,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,37.37809698634611,-5.997422436334417,4712012TG3441S,1_residential,371.1,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,40.4762661931016,-3.668270257916385,3611018VK4831D,1_residential,2268.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.579129180036304,-3.954065864257722,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,37.16859358796473,-2.839869825216301,4338211WG1143N,4_2_retail,678.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.63149392667727,-4.0059211411021565,5086002VK1958N,4_2_retail,1452.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,43.53946369241248,-5.648910682161654,6143806TP8264S,1_residential,425.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.729335450679706,-4.416017023569067,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.72569398224795,-4.465976627557503,9156201UF6695N,1_residential,1052.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.70252202443878,-6.132457460326872,6259006QA5665G,1_residential,1383.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.71226844275247,-4.429507298833284,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,41.978689176182925,2.81284659794566,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.4347243090015,-3.681550217782798,2363303VK4726C,1_residential,554.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.39267473675768,-3.6906758001123854,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,37.39169896697965,-5.969301213057194,7227007TG3472N,1_residential,294.9,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,43.46424490362086,-3.814120693404149,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.339899854371474,-6.14772183282005,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.39152022881547,-3.7546317537637712,6117758VK3761E,1_residential,844.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.72003567358071,-4.409505975128927,4249201UF7644N,1_residential,2338.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.42969283500659,-5.142915864166507,8039202UF0383N,4_2_retail,470.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,37.42097228699055,-5.963844186925893,7859001TG3475N,4_2_retail,1914.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.724461424175374,-4.443242057364651,1255101UF7615N,1_residential,4179.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.4230723787457,-6.144648056702271,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.719403228806414,-4.350447972877652,9547111UF7694N,4_2_retail,797.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.72029361392857,-4.364790274046659,8248103UF7684N,1_residential,190.9,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,37.354341483141326,-5.9764476364870704,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.59459712653674,-6.245454569467928,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.542601,-3.6387,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.71569517374684,-4.284501679180799,5343701UF8654S,1_residential,764.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.47679884386982,-3.6448228425564686,5610003VK4851A,1_residential,773.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.74325144132838,-4.093985984461515,2471401VF0627S,1_residential,1732.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,37.30410017229441,-3.137000691941356,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.492712516940266,-4.714771380563143,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.72206383650872,-4.378034354461246,7051213UF7675S,1_residential,1654.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.7221634515471,-4.446397317791649,0952110UF7605S,1_residential,1845.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.4323355035017,-3.670389664553888,3362159VK4736A,1_residential,802.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.77424206288784,-4.103266500000159,1605101VF0710N,4_2_retail,2830.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.60221547322198,-6.25966307592262,5244901QA4554C,4_2_retail,2183.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,42.83551529572865,-1.6286565019683967,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,42.22911073194472,2.990832611124686,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,40.43909550526347,-3.7100526746413465,9869404VK3796H,1_residential,634.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.30132859138656,-4.637688046993439,0927301UK6602N,1_residential,398.2,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Carrefour,36.5213842,-5.8699507,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.24963414323008,-5.96925218681922,3359201TF3136A,4_2_retail,1027.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.47523840145852,-3.664282401664999,3809001VK4830H,1_residential,2246.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.50515673662774,-4.678906879680913,9715201UF4491N,4_2_retail,1692.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.44327134832194,-3.652902820952236,4774906VK4747D,1_residential,2180.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.48689134194614,-3.699987861130319,0722007VK4802D,1_residential,561.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,36.13220812613515,-5.447555775856835,9916710TF7091N,1_residential,664.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,40.40321489164545,-3.678854217364452,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Carrefour,36.71612128045568,-4.308492972387719,3243201UF8634S,4_2_retail,1531.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Carrefour,42.73451226911568,-1.6333973208496126,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
