cadeia,latitude,longitude,referencia_cadastral,uso_cadastral,area_edificio_m2,contexto,status_volta,motivo,fonte_area
Alcampo,43.3473786,-5.3624716,8623017UP0082S,1_residential,428.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,37.1981731,-3.6087694,6074002VG4167C,1_residential,23087.9,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,42.6873799,-2.941577,4963003WN0246S,1_residential,338.1,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,42.5506002,-3.3219596,3711003VN7131S,1_residential,837.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.5470079,-3.3214759,3708010VN7130N,1_residential,1588.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.1280656,-0.4268047,000300100YM16E,4_2_retail,4319.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.3947894,-3.6799981,2319601VK4721G,1_residential,1723.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.8656944,-0.7911585,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,41.6400873,-0.8683153,7720205XM7172B,1_residential,6946.4,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,40.3937323,-3.7650943,5119408VK3751G,4_2_retail,2422.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.3717577,-5.8368678,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,40.9669924,-5.6498141,7186502TL7378E,1_residential,321.8,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,42.6153008,-6.418977,1715908QH1211N,1_residential,2458.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.4187878,-2.7276016,2565957WM2926F,1_residential,929.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.3892931,-3.692129,1313601VK4711C,1_residential,2109.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6676618,-3.6911083,2634605VM4123S,1_residential,580.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.0712386,1.1496521,4585903CF4448F,1_residential,976.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6410481,-4.7379548,5316015UM5151E,1_residential,982.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.975415,-5.6737217,5196402TL7359E,1_residential,543.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.4090064,-3.7071896,0136701VK4703E,1_residential,699.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.9646915,-5.6579682,6484801TL7368C,1_residential,588.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.4922165,-3.6545131,4627301VK4482G,1_residential,1981.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.1637931,-2.61894,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,38.3709541,-0.4660362,1501301YH2510B,4_2_retail,14280.3,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,41.5199606,0.336362,7801101BG7070B,1_residential,4117.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.7724133,-0.3304814,8592104YN1389S,1_residential,322.4,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,40.4740599,-3.6393899,6007058VK4850H,4_2_retail,300.9,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,40.4720257,-3.6367924,6105901VK4860E,4_2_retail,4232.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.7354472,-0.313042,9851908YN1395S,4_2_retail,722.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.9707112,-5.6643884,5992107TL7359B,1_residential,1293.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.3918019,-5.6641756,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,40.3074104,-3.735095,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,38.3547252,-0.4713733,1083301YH2418C,4_2_retail,26597.5,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,41.642801,-0.8751628,7025808XM7172E,1_residential,3661.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6579421,-0.8927224,5641202XM7154B,1_residential,5059.6,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,43.3699452,-5.8551289,8761308TP6086S,1_residential,386.8,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,40.4290191,-3.666466,3657905VK4735H,1_residential,627.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.331345,2.051514,0761405DF2706B,4_2_retail,39274.9,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,42.6861854,-2.9398626,5062002WN0256S,1_residential,926.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.7659066,-2.4750442,3741003WM4234S,1_residential,540.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6432496,-0.9092111,4124410XM7142E,1_residential,1123.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6485916,-0.9138586,3830201XM7133B,1_residential,2324.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,42.5089689,-0.3569006,7299206YN1079N,1_residential,182.4,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,43.3569041,-5.8489599,9245021TP6094N,1_residential,1329.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.031941,-3.6093147,8116301VK4381N,1_residential,3904.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6446746,-0.8811955,6526617XM7162F,1_residential,172.6,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,40.4239428,-3.6780412,2552504VK4725D,1_residential,802.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.0745141,1.1805837,7188504CF4478G,1_residential,391.8,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,42.4648315,-2.4315602,6816202WN4061N,1_residential,403.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6537381,-4.7286009,6230601UM5163A,4_2_retail,2234.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.4103144,2.1565212,9648202DF2894H,1_residential,335.1,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,28.3952956,-16.5474942,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,40.4322049,-3.6740912,2961104VK4726B,1_residential,2161.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.3483987,-4.0510159,4902003VP1040B,4_2_retail,1568.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.3482477,-4.0516913,4902009VP1040B,1_residential,186.0,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,43.3289249,-8.3912762,9477701NH4997N,1_residential,13723.1,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,41.6369603,-0.8666921,7716301XM7171F,1_residential,5085.0,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,41.639472,-0.896598,5221708XM7152A,1_residential,320.3,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,41.5839705,-4.7257367,6252901UM5065S,1_residential,2667.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6442347,-0.8745346,7126101XM7172E,1_residential,2207.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.4893823,-3.8763957,6025102VK2852N,4_2_retail,7202.6,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,41.5109243,-5.7410364,1493002TL7919S,1_residential,1095.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.0775733,-2.1509926,2668101WK7326G,1_residential,9143.5,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,42.3507751,-3.6711514,4892005VM4849S,1_residential,2878.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6704958,-0.8459367,9356502XM7195E,4_2_retail,1247.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.4154967,2.1691716,0653306DF3805D,1_residential,338.4,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,42.4547107,-2.4396654,6306306WN4060N,1_residential,1340.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.3951407,-3.6963505,1020201VK4712A,4_2_retail,2006.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.3559736,-3.5474044,3676406VK5637N,4_2_retail,10982.5,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,41.0754507,1.1471638,4489801CF4448G,1_residential,432.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.3907371,2.1588705,9826317DF2892F,1_residential,583.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.591184,-5.7638034,6903504TP7360S,1_residential,267.4,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,41.6441739,-0.8747313,7126101XM7172E,1_residential,2207.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6666131,-0.8317472,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,40.4699638,-3.7024907,0503513VK4800D,1_residential,424.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.0825151,1.1827723,7498601CF4479G,4_2_retail,540.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.378698,-3.7486522,6502512VK3760D,1_residential,187.3,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,42.9395189,-6.3188531,9177508QH1597N,1_residential,728.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.5588644,-5.6712147,4034704TK7943S,1_residential,820.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.4384238,-3.6674315,3568201VK4736G,1_residential,2427.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.4614899,-3.6937827,1394806VK4719C,1_residential,652.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,43.4917927,-8.207942,4158501NJ6145N,4_2_retail,24898.2,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,40.3910238,-3.7019681,0516806VK4701F,4_2_retail,19564.0,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,41.6461155,-0.8626507,8129108XM7182G,1_residential,420.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6377643,-0.8904061,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Alcampo,41.3784,2.17852,1313520DF3811C,1_residential,1198.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6554808,-0.8800606,6639104XM7163H,1_residential,197.6,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,41.7654685,-2.4655967,4541012WM4244S,1_residential,918.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.4032182,2.1816499,1640610DF3814B,1_residential,334.5,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Alcampo,40.4630031,-3.675144,2895402VK4729F,4_2_retail,8057.4,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,42.2196528,-8.7452889,11434A1NG2714S,4_1_office,12128.6,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,41.6435541,-0.9354633,1924501XM7112D,1_residential,24383.0,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,41.6352085,-0.8780298,6816308XM7161F,1_residential,1012.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,40.4175677,-3.6644042,3645902VK4734F,1_residential,2389.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.4096553,2.2167758,4647401DF3844H,1_residential,39021.1,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Alcampo,42.5887832,-5.5631204,9885301TN8198N,1_residential,1916.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Alcampo,41.6586908,-4.7220788,6835715UM5163F,1_residential,1684.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
